STARTING FOR DT 80
WARNING: Your kernel does not support swap limit capabilities or the cgroup is not mounted. Memory limited without swap.
In-memory storage of 3-sequences enabled
Initializing the 2 object cache
Initializing the 3 object cache
06:30:08> ACT CON 3:       0 | ACT CON 5:       0 | FULL SEQ:       0 / 1860480 | MIN DV:      inf | REM: 1057.60 [MIN]
09:07:48> ACT CON 3:    6840 | ACT CON 5:  118010 | FULL SEQ:  451615 / 1860480 | MIN DV:  24464.9 | REM: 241.91 [MIN]
09:07:59> ACT CON 3:    6840 | ACT CON 5:  118292 | FULL SEQ:  452913 / 1860480 | MIN DV:  24464.9 | REM: 241.53 [MIN]
09:08:09> ACT CON 3:    6840 | ACT CON 5:  118567 | FULL SEQ:  454264 / 1860480 | MIN DV:  24464.9 | REM: 241.11 [MIN]
09:08:19> ACT CON 3:    6840 | ACT CON 5:  118841 | FULL SEQ:  455616 / 1860480 | MIN DV:  24464.9 | REM: 240.68 [MIN]
09:08:30> ACT CON 3:    6840 | ACT CON 5:  119120 | FULL SEQ:  457113 / 1860480 | MIN DV:  24464.9 | REM: 240.18 [MIN]
09:08:40> ACT CON 3:    6840 | ACT CON 5:  119400 | FULL SEQ:  458365 / 1860480 | MIN DV:  24464.9 | REM: 239.83 [MIN]
09:08:50> ACT CON 3:    6840 | ACT CON 5:  119673 | FULL SEQ:  459614 / 1860480 | MIN DV:  24464.9 | REM: 239.49 [MIN]
09:09:00> ACT CON 3:    6840 | ACT CON 5:  119941 | FULL SEQ:  460864 / 1860480 | MIN DV:  24464.9 | REM: 239.15 [MIN]
09:09:11> ACT CON 3:    6840 | ACT CON 5:  120205 | FULL SEQ:  462115 / 1860480 | MIN DV:  24464.9 | REM: 238.80 [MIN]
09:09:21> ACT CON 3:    6840 | ACT CON 5:  120470 | FULL SEQ:  463338 / 1860480 | MIN DV:  24464.9 | REM: 238.47 [MIN]
09:09:31> ACT CON 3:    6840 | ACT CON 5:  120737 | FULL SEQ:  464617 / 1860480 | MIN DV:  24464.9 | REM: 238.11 [MIN]
09:09:41> ACT CON 3:    6840 | ACT CON 5:  121012 | FULL SEQ:  465863 / 1860480 | MIN DV:  24464.9 | REM: 237.77 [MIN]
09:09:51> ACT CON 3:    6840 | ACT CON 5:  121288 | FULL SEQ:  467314 / 1860480 | MIN DV:  24464.9 | REM: 237.29 [MIN]
09:10:02> ACT CON 3:    6840 | ACT CON 5:  121545 | FULL SEQ:  468615 / 1860480 | MIN DV:  24464.9 | REM: 236.92 [MIN]
09:10:12> ACT CON 3:    6840 | ACT CON 5:  121818 | FULL SEQ:  469814 / 1860480 | MIN DV:  24464.9 | REM: 236.61 [MIN]
09:10:22> ACT CON 3:    6840 | ACT CON 5:  122090 | FULL SEQ:  470963 / 1860480 | MIN DV:  24464.9 | REM: 236.33 [MIN]
09:10:32> ACT CON 3:    6840 | ACT CON 5:  122361 | FULL SEQ:  472213 / 1860480 | MIN DV:  24464.9 | REM: 235.99 [MIN]
09:10:42> ACT CON 3:    6840 | ACT CON 5:  122645 | FULL SEQ:  473565 / 1860480 | MIN DV:  24464.9 | REM: 235.60 [MIN]
09:10:53> ACT CON 3:    6840 | ACT CON 5:  122910 | FULL SEQ:  474864 / 1860480 | MIN DV:  24464.9 | REM: 235.23 [MIN]
09:11:03> ACT CON 3:    6840 | ACT CON 5:  123178 | FULL SEQ:  476114 / 1860480 | MIN DV:  24464.9 | REM: 234.89 [MIN]
09:11:13> ACT CON 3:    6840 | ACT CON 5:  123451 | FULL SEQ:  477364 / 1860480 | MIN DV:  24464.9 | REM: 234.55 [MIN]
09:11:23> ACT CON 3:    6840 | ACT CON 5:  123714 | FULL SEQ:  478663 / 1860480 | MIN DV:  24464.9 | REM: 234.18 [MIN]
09:11:33> ACT CON 3:    6840 | ACT CON 5:  123983 | FULL SEQ:  479927 / 1860480 | MIN DV:  24464.9 | REM: 233.85 [MIN]
09:11:44> ACT CON 3:    6840 | ACT CON 5:  124258 | FULL SEQ:  481266 / 1860480 | MIN DV:  24464.9 | REM: 233.47 [MIN]
09:11:54> ACT CON 3:    6840 | ACT CON 5:  124526 | FULL SEQ:  482564 / 1860480 | MIN DV:  24464.9 | REM: 233.10 [MIN]
09:12:04> ACT CON 3:    6840 | ACT CON 5:  124800 | FULL SEQ:  483877 / 1860480 | MIN DV:  24464.9 | REM: 232.73 [MIN]
09:12:14> ACT CON 3:    6840 | ACT CON 5:  125069 | FULL SEQ:  485413 / 1860480 | MIN DV:  24464.9 | REM: 232.22 [MIN]
09:12:24> ACT CON 3:    6840 | ACT CON 5:  125332 | FULL SEQ:  486814 / 1860480 | MIN DV:  24464.9 | REM: 231.79 [MIN]
09:12:34> ACT CON 3:    6840 | ACT CON 5:  125599 | FULL SEQ:  488014 / 1860480 | MIN DV:  24464.9 | REM: 231.49 [MIN]
09:12:45> ACT CON 3:    6840 | ACT CON 5:  125877 | FULL SEQ:  489216 / 1860480 | MIN DV:  24464.9 | REM: 231.19 [MIN]
09:12:55> ACT CON 3:    6840 | ACT CON 5:  126147 | FULL SEQ:  490613 / 1860480 | MIN DV:  24464.9 | REM: 230.77 [MIN]
09:13:05> ACT CON 3:    6840 | ACT CON 5:  126412 | FULL SEQ:  492013 / 1860480 | MIN DV:  24464.9 | REM: 230.34 [MIN]
09:13:15> ACT CON 3:    6840 | ACT CON 5:  126678 | FULL SEQ:  493464 / 1860480 | MIN DV:  24464.9 | REM: 229.88 [MIN]
09:13:25> ACT CON 3:    6840 | ACT CON 5:  126947 | FULL SEQ:  494716 / 1860480 | MIN DV:  24464.9 | REM: 229.56 [MIN]
09:13:35> ACT CON 3:    6840 | ACT CON 5:  127227 | FULL SEQ:  496066 / 1860480 | MIN DV:  24464.9 | REM: 229.18 [MIN]
09:13:45> ACT CON 3:    6840 | ACT CON 5:  127482 | FULL SEQ:  497263 / 1860480 | MIN DV:  24464.9 | REM: 228.89 [MIN]
09:13:56> ACT CON 3:    6840 | ACT CON 5:  127747 | FULL SEQ:  498564 / 1860480 | MIN DV:  24464.9 | REM: 228.55 [MIN]
09:14:06> ACT CON 3:    6840 | ACT CON 5:  128019 | FULL SEQ:  499914 / 1860480 | MIN DV:  24464.9 | REM: 228.17 [MIN]
09:14:16> ACT CON 3:    6840 | ACT CON 5:  128278 | FULL SEQ:  501117 / 1860480 | MIN DV:  24464.9 | REM: 227.88 [MIN]
09:14:26> ACT CON 3:    6840 | ACT CON 5:  128545 | FULL SEQ:  502380 / 1860480 | MIN DV:  24464.9 | REM: 227.55 [MIN]
09:14:36> ACT CON 3:    6840 | ACT CON 5:  128802 | FULL SEQ:  503763 / 1860480 | MIN DV:  24464.9 | REM: 227.15 [MIN]
09:14:46> ACT CON 3:    6840 | ACT CON 5:  129067 | FULL SEQ:  504964 / 1860480 | MIN DV:  24464.9 | REM: 226.86 [MIN]
09:14:56> ACT CON 3:    6840 | ACT CON 5:  129342 | FULL SEQ:  506418 / 1860480 | MIN DV:  24464.9 | REM: 226.41 [MIN]
09:15:07> ACT CON 3:    6840 | ACT CON 5:  129624 | FULL SEQ:  507663 / 1860480 | MIN DV:  24464.9 | REM: 226.11 [MIN]
09:15:17> ACT CON 3:    6840 | ACT CON 5:  129898 | FULL SEQ:  508914 / 1860480 | MIN DV:  24464.9 | REM: 225.81 [MIN]
09:15:28> ACT CON 3:    6840 | ACT CON 5:  130177 | FULL SEQ:  510368 / 1860480 | MIN DV:  24464.9 | REM: 225.38 [MIN]
09:15:38> ACT CON 3:    6840 | ACT CON 5:  130450 | FULL SEQ:  511614 / 1860480 | MIN DV:  24464.9 | REM: 225.07 [MIN]
09:15:48> ACT CON 3:    6840 | ACT CON 5:  130709 | FULL SEQ:  512862 / 1860480 | MIN DV:  24464.9 | REM: 224.77 [MIN]
09:15:58> ACT CON 3:    6840 | ACT CON 5:  130987 | FULL SEQ:  514114 / 1860480 | MIN DV:  24464.9 | REM: 224.46 [MIN]
09:16:08> ACT CON 3:    6840 | ACT CON 5:  131259 | FULL SEQ:  515518 / 1860480 | MIN DV:  24464.9 | REM: 224.06 [MIN]
09:16:19> ACT CON 3:    6840 | ACT CON 5:  131526 | FULL SEQ:  516964 / 1860480 | MIN DV:  24464.9 | REM: 223.63 [MIN]
09:16:29> ACT CON 3:    6840 | ACT CON 5:  131790 | FULL SEQ:  518313 / 1860480 | MIN DV:  24464.9 | REM: 223.27 [MIN]
09:16:39> ACT CON 3:    6840 | ACT CON 5:  132056 | FULL SEQ:  519720 / 1860480 | MIN DV:  24464.9 | REM: 222.86 [MIN]
09:16:49> ACT CON 3:    6840 | ACT CON 5:  132315 | FULL SEQ:  521014 / 1860480 | MIN DV:  24464.9 | REM: 222.52 [MIN]
09:16:59> ACT CON 3:    6840 | ACT CON 5:  132583 | FULL SEQ:  522318 / 1860480 | MIN DV:  24464.9 | REM: 222.19 [MIN]
09:17:09> ACT CON 3:    6840 | ACT CON 5:  132845 | FULL SEQ:  523614 / 1860480 | MIN DV:  24464.9 | REM: 221.85 [MIN]
09:17:19> ACT CON 3:    6840 | ACT CON 5:  133119 | FULL SEQ:  524865 / 1860480 | MIN DV:  24464.9 | REM: 221.54 [MIN]
09:17:29> ACT CON 3:    6840 | ACT CON 5:  133389 | FULL SEQ:  526164 / 1860480 | MIN DV:  24464.9 | REM: 221.21 [MIN]
09:17:40> ACT CON 3:    6840 | ACT CON 5:  133661 | FULL SEQ:  527412 / 1860480 | MIN DV:  24464.9 | REM: 220.91 [MIN]
09:17:50> ACT CON 3:    6840 | ACT CON 5:  133927 | FULL SEQ:  528665 / 1860480 | MIN DV:  24464.9 | REM: 220.60 [MIN]
09:18:00> ACT CON 3:    6840 | ACT CON 5:  134201 | FULL SEQ:  530018 / 1860480 | MIN DV:  24464.9 | REM: 220.24 [MIN]
09:18:11> ACT CON 3:    6840 | ACT CON 5:  134471 | FULL SEQ:  531217 / 1860480 | MIN DV:  24464.9 | REM: 219.99 [MIN]
09:18:21> ACT CON 3:    6840 | ACT CON 5:  134747 | FULL SEQ:  532464 / 1860480 | MIN DV:  24464.9 | REM: 219.69 [MIN]
09:18:31> ACT CON 3:    6840 | ACT CON 5:  135010 | FULL SEQ:  533863 / 1860480 | MIN DV:  24464.9 | REM: 219.31 [MIN]
09:18:41> ACT CON 3:    6840 | ACT CON 5:  135280 | FULL SEQ:  535318 / 1860480 | MIN DV:  24464.9 | REM: 218.89 [MIN]
09:18:51> ACT CON 3:    6840 | ACT CON 5:  135547 | FULL SEQ:  536669 / 1860480 | MIN DV:  24464.9 | REM: 218.54 [MIN]
09:19:02> ACT CON 3:    6840 | ACT CON 5:  135819 | FULL SEQ:  538014 / 1860480 | MIN DV:  24464.9 | REM: 218.19 [MIN]
09:19:12> ACT CON 3:    6840 | ACT CON 5:  136089 | FULL SEQ:  539265 / 1860480 | MIN DV:  24464.9 | REM: 217.90 [MIN]
09:19:22> ACT CON 3:    6840 | ACT CON 5:  136358 | FULL SEQ:  540615 / 1860480 | MIN DV:  24464.9 | REM: 217.55 [MIN]
09:19:32> ACT CON 3:    6840 | ACT CON 5:  136635 | FULL SEQ:  541965 / 1860480 | MIN DV:  24464.9 | REM: 217.20 [MIN]
09:19:43> ACT CON 3:    6840 | ACT CON 5:  136913 | FULL SEQ:  543413 / 1860480 | MIN DV:  23752.3 | REM: 216.81 [MIN]
09:19:53> ACT CON 3:    6840 | ACT CON 5:  137185 | FULL SEQ:  544965 / 1860480 | MIN DV:  23752.3 | REM: 216.34 [MIN]
09:20:03> ACT CON 3:    6840 | ACT CON 5:  137455 | FULL SEQ:  546512 / 1860480 | MIN DV:  23752.3 | REM: 215.88 [MIN]
09:20:13> ACT CON 3:    6840 | ACT CON 5:  137731 | FULL SEQ:  547864 / 1860480 | MIN DV:  23752.3 | REM: 215.53 [MIN]
09:20:23> ACT CON 3:    6840 | ACT CON 5:  137998 | FULL SEQ:  549215 / 1860480 | MIN DV:  23752.3 | REM: 215.18 [MIN]
09:20:33> ACT CON 3:    6840 | ACT CON 5:  138266 | FULL SEQ:  550714 / 1860480 | MIN DV:  23752.3 | REM: 214.74 [MIN]
09:20:43> ACT CON 3:    6840 | ACT CON 5:  138534 | FULL SEQ:  552163 / 1860480 | MIN DV:  23752.3 | REM: 214.34 [MIN]
09:20:53> ACT CON 3:    6840 | ACT CON 5:  138812 | FULL SEQ:  553716 / 1860480 | MIN DV:  23752.3 | REM: 213.88 [MIN]
09:21:04> ACT CON 3:    6840 | ACT CON 5:  139087 | FULL SEQ:  555217 / 1860480 | MIN DV:  23752.3 | REM: 213.46 [MIN]
09:21:14> ACT CON 3:    6840 | ACT CON 5:  139352 | FULL SEQ:  556764 / 1860480 | MIN DV:  23752.3 | REM: 213.02 [MIN]
09:21:24> ACT CON 3:    6840 | ACT CON 5:  139625 | FULL SEQ:  558264 / 1860480 | MIN DV:  23752.3 | REM: 212.59 [MIN]
09:21:34> ACT CON 3:    6840 | ACT CON 5:  139902 | FULL SEQ:  559614 / 1860480 | MIN DV:  23752.3 | REM: 212.26 [MIN]
09:21:45> ACT CON 3:    6840 | ACT CON 5:  140178 | FULL SEQ:  561114 / 1860480 | MIN DV:  23752.3 | REM: 211.84 [MIN]
09:21:55> ACT CON 3:    6840 | ACT CON 5:  140449 | FULL SEQ:  562556 / 1860480 | MIN DV:  23752.3 | REM: 211.46 [MIN]
09:22:05> ACT CON 3:    6840 | ACT CON 5:  140715 | FULL SEQ:  563963 / 1860480 | MIN DV:  23752.3 | REM: 211.09 [MIN]
09:22:15> ACT CON 3:    6840 | ACT CON 5:  140982 | FULL SEQ:  565364 / 1860480 | MIN DV:  23752.3 | REM: 210.73 [MIN]
09:22:25> ACT CON 3:    6840 | ACT CON 5:  141256 | FULL SEQ:  566866 / 1860480 | MIN DV:  23752.3 | REM: 210.32 [MIN]
09:22:35> ACT CON 3:    6840 | ACT CON 5:  141520 | FULL SEQ:  568263 / 1860480 | MIN DV:  23752.3 | REM: 209.95 [MIN]
09:22:46> ACT CON 3:    6840 | ACT CON 5:  141779 | FULL SEQ:  569715 / 1860480 | MIN DV:  23752.3 | REM: 209.57 [MIN]
09:22:56> ACT CON 3:    6840 | ACT CON 5:  142051 | FULL SEQ:  571113 / 1860480 | MIN DV:  23752.3 | REM: 209.21 [MIN]
09:23:06> ACT CON 3:    6840 | ACT CON 5:  142327 | FULL SEQ:  572667 / 1860480 | MIN DV:  23752.3 | REM: 208.79 [MIN]
09:23:17> ACT CON 3:    6840 | ACT CON 5:  142599 | FULL SEQ:  574115 / 1860480 | MIN DV:  23752.3 | REM: 208.41 [MIN]
09:23:27> ACT CON 3:    6840 | ACT CON 5:  142860 | FULL SEQ:  575564 / 1860480 | MIN DV:  23752.3 | REM: 208.02 [MIN]
09:23:37> ACT CON 3:    6840 | ACT CON 5:  143130 | FULL SEQ:  576971 / 1860480 | MIN DV:  23752.3 | REM: 207.67 [MIN]
09:23:47> ACT CON 3:    6840 | ACT CON 5:  143402 | FULL SEQ:  578467 / 1860480 | MIN DV:  23752.3 | REM: 207.26 [MIN]
09:23:57> ACT CON 3:    6840 | ACT CON 5:  143677 | FULL SEQ:  579914 / 1860480 | MIN DV:  23752.3 | REM: 206.89 [MIN]
09:24:08> ACT CON 3:    6840 | ACT CON 5:  143959 | FULL SEQ:  581286 / 1860480 | MIN DV:  23752.3 | REM: 206.56 [MIN]
09:24:18> ACT CON 3:    6840 | ACT CON 5:  144212 | FULL SEQ:  582614 / 1860480 | MIN DV:  23752.3 | REM: 206.24 [MIN]
09:24:28> ACT CON 3:    6840 | ACT CON 5:  144483 | FULL SEQ:  584019 / 1860480 | MIN DV:  23752.3 | REM: 205.89 [MIN]
09:24:38> ACT CON 3:    6840 | ACT CON 5:  144754 | FULL SEQ:  585369 / 1860480 | MIN DV:  23752.3 | REM: 205.56 [MIN]
09:24:48> ACT CON 3:    6840 | ACT CON 5:  145025 | FULL SEQ:  586864 / 1860480 | MIN DV:  23752.3 | REM: 205.17 [MIN]
09:24:58> ACT CON 3:    6840 | ACT CON 5:  145284 | FULL SEQ:  588274 / 1860480 | MIN DV:  23752.3 | REM: 204.81 [MIN]
09:25:08> ACT CON 3:    6840 | ACT CON 5:  145560 | FULL SEQ:  589814 / 1860480 | MIN DV:  23752.3 | REM: 204.40 [MIN]
09:25:18> ACT CON 3:    6840 | ACT CON 5:  145837 | FULL SEQ:  591316 / 1860480 | MIN DV:  23752.3 | REM: 204.00 [MIN]
09:25:29> ACT CON 3:    6840 | ACT CON 5:  146107 | FULL SEQ:  592714 / 1860480 | MIN DV:  23752.3 | REM: 203.65 [MIN]
09:25:39> ACT CON 3:    6840 | ACT CON 5:  146380 | FULL SEQ:  594213 / 1860480 | MIN DV:  23752.3 | REM: 203.26 [MIN]
09:25:49> ACT CON 3:    6840 | ACT CON 5:  146643 | FULL SEQ:  595914 / 1860480 | MIN DV:  23752.3 | REM: 202.77 [MIN]
09:25:59> ACT CON 3:    6840 | ACT CON 5:  146919 | FULL SEQ:  597466 / 1860480 | MIN DV:  23752.3 | REM: 202.36 [MIN]
09:26:09> ACT CON 3:    6840 | ACT CON 5:  147183 | FULL SEQ:  598913 / 1860480 | MIN DV:  23752.3 | REM: 201.99 [MIN]
09:26:19> ACT CON 3:    6840 | ACT CON 5:  147454 | FULL SEQ:  600471 / 1860480 | MIN DV:  23752.3 | REM: 201.57 [MIN]
09:26:30> ACT CON 3:    6840 | ACT CON 5:  147732 | FULL SEQ:  601913 / 1860480 | MIN DV:  23752.3 | REM: 201.22 [MIN]
09:26:40> ACT CON 3:    6840 | ACT CON 5:  148012 | FULL SEQ:  603364 / 1860480 | MIN DV:  23752.3 | REM: 200.86 [MIN]
09:26:50> ACT CON 3:    6840 | ACT CON 5:  148286 | FULL SEQ:  604813 / 1860480 | MIN DV:  23752.3 | REM: 200.51 [MIN]
09:27:01> ACT CON 3:    6840 | ACT CON 5:  148561 | FULL SEQ:  606215 / 1860480 | MIN DV:  23752.3 | REM: 200.17 [MIN]
09:27:11> ACT CON 3:    6840 | ACT CON 5:  148828 | FULL SEQ:  607774 / 1860480 | MIN DV:  23752.3 | REM: 199.76 [MIN]
09:27:21> ACT CON 3:    6840 | ACT CON 5:  149098 | FULL SEQ:  609313 / 1860480 | MIN DV:  23752.3 | REM: 199.35 [MIN]
09:27:31> ACT CON 3:    6840 | ACT CON 5:  149365 | FULL SEQ:  610714 / 1860480 | MIN DV:  23752.3 | REM: 199.02 [MIN]
09:27:41> ACT CON 3:    6840 | ACT CON 5:  149640 | FULL SEQ:  612119 / 1860480 | MIN DV:  23752.3 | REM: 198.68 [MIN]
09:27:51> ACT CON 3:    6840 | ACT CON 5:  149926 | FULL SEQ:  613669 / 1860480 | MIN DV:  23752.3 | REM: 198.29 [MIN]
09:28:02> ACT CON 3:    6840 | ACT CON 5:  150198 | FULL SEQ:  615263 / 1860480 | MIN DV:  23752.3 | REM: 197.86 [MIN]
09:28:12> ACT CON 3:    6840 | ACT CON 5:  150478 | FULL SEQ:  616714 / 1860480 | MIN DV:  23752.3 | REM: 197.51 [MIN]
09:28:22> ACT CON 3:    6840 | ACT CON 5:  150769 | FULL SEQ:  618313 / 1860480 | MIN DV:  23752.3 | REM: 197.10 [MIN]
09:28:32> ACT CON 3:    6840 | ACT CON 5:  151033 | FULL SEQ:  619813 / 1860480 | MIN DV:  23752.3 | REM: 196.72 [MIN]
09:28:43> ACT CON 3:    6840 | ACT CON 5:  151308 | FULL SEQ:  621269 / 1860480 | MIN DV:  23752.3 | REM: 196.37 [MIN]
09:28:53> ACT CON 3:    6840 | ACT CON 5:  151576 | FULL SEQ:  622665 / 1860480 | MIN DV:  23752.3 | REM: 196.05 [MIN]
09:29:03> ACT CON 3:    6840 | ACT CON 5:  151858 | FULL SEQ:  624115 / 1860480 | MIN DV:  23752.3 | REM: 195.71 [MIN]
09:29:13> ACT CON 3:    6840 | ACT CON 5:  152128 | FULL SEQ:  625518 / 1860480 | MIN DV:  23752.3 | REM: 195.38 [MIN]
09:29:24> ACT CON 3:    6840 | ACT CON 5:  152393 | FULL SEQ:  626912 / 1860480 | MIN DV:  23752.3 | REM: 195.06 [MIN]
09:29:34> ACT CON 3:    6840 | ACT CON 5:  152657 | FULL SEQ:  628414 / 1860480 | MIN DV:  23752.3 | REM: 194.69 [MIN]
09:29:44> ACT CON 3:    6840 | ACT CON 5:  152929 | FULL SEQ:  629814 / 1860480 | MIN DV:  23752.3 | REM: 194.37 [MIN]
09:29:54> ACT CON 3:    6840 | ACT CON 5:  153209 | FULL SEQ:  631418 / 1860480 | MIN DV:  23752.3 | REM: 193.96 [MIN]
09:30:04> ACT CON 3:    6840 | ACT CON 5:  153479 | FULL SEQ:  632917 / 1860480 | MIN DV:  23752.3 | REM: 193.59 [MIN]
09:30:15> ACT CON 3:    6840 | ACT CON 5:  153747 | FULL SEQ:  634316 / 1860480 | MIN DV:  23752.3 | REM: 193.27 [MIN]
09:30:25> ACT CON 3:    6840 | ACT CON 5:  154025 | FULL SEQ:  635813 / 1860480 | MIN DV:  23752.3 | REM: 192.92 [MIN]
09:30:35> ACT CON 3:    6840 | ACT CON 5:  154303 | FULL SEQ:  637264 / 1860480 | MIN DV:  23752.3 | REM: 192.58 [MIN]
09:30:46> ACT CON 3:    6840 | ACT CON 5:  154562 | FULL SEQ:  638664 / 1860480 | MIN DV:  23752.3 | REM: 192.26 [MIN]
09:30:56> ACT CON 3:    6840 | ACT CON 5:  154834 | FULL SEQ:  640064 / 1860480 | MIN DV:  23752.3 | REM: 191.94 [MIN]
09:31:06> ACT CON 3:    6840 | ACT CON 5:  155106 | FULL SEQ:  641565 / 1860480 | MIN DV:  23752.3 | REM: 191.58 [MIN]
09:31:16> ACT CON 3:    6840 | ACT CON 5:  155384 | FULL SEQ:  643164 / 1860480 | MIN DV:  23752.3 | REM: 191.18 [MIN]
09:31:26> ACT CON 3:    6840 | ACT CON 5:  155644 | FULL SEQ:  644619 / 1860480 | MIN DV:  23752.3 | REM: 190.84 [MIN]
09:31:37> ACT CON 3:    6840 | ACT CON 5:  155907 | FULL SEQ:  646067 / 1860480 | MIN DV:  23752.3 | REM: 190.50 [MIN]
09:31:47> ACT CON 3:    6840 | ACT CON 5:  156177 | FULL SEQ:  647463 / 1860480 | MIN DV:  23752.3 | REM: 190.20 [MIN]
09:31:57> ACT CON 3:    6840 | ACT CON 5:  156438 | FULL SEQ:  649033 / 1860480 | MIN DV:  23752.3 | REM: 189.81 [MIN]
09:32:07> ACT CON 3:    6840 | ACT CON 5:  156716 | FULL SEQ:  650667 / 1860480 | MIN DV:  23752.3 | REM: 189.39 [MIN]
09:32:17> ACT CON 3:    6840 | ACT CON 5:  156990 | FULL SEQ:  652164 / 1860480 | MIN DV:  23752.3 | REM: 189.04 [MIN]
09:32:28> ACT CON 3:    6840 | ACT CON 5:  157243 | FULL SEQ:  653569 / 1860480 | MIN DV:  23752.3 | REM: 188.72 [MIN]
09:32:38> ACT CON 3:    6840 | ACT CON 5:  157513 | FULL SEQ:  654968 / 1860480 | MIN DV:  23752.3 | REM: 188.42 [MIN]
09:32:48> ACT CON 3:    6840 | ACT CON 5:  157788 | FULL SEQ:  656363 / 1860480 | MIN DV:  23752.3 | REM: 188.11 [MIN]
09:32:58> ACT CON 3:    6840 | ACT CON 5:  158062 | FULL SEQ:  657713 / 1860480 | MIN DV:  23752.3 | REM: 187.82 [MIN]
09:33:08> ACT CON 3:    6840 | ACT CON 5:  158334 | FULL SEQ:  659122 / 1860480 | MIN DV:  23752.3 | REM: 187.51 [MIN]
09:33:19> ACT CON 3:    6840 | ACT CON 5:  158605 | FULL SEQ:  660616 / 1860480 | MIN DV:  23752.3 | REM: 187.16 [MIN]
09:33:29> ACT CON 3:    6840 | ACT CON 5:  158874 | FULL SEQ:  661969 / 1860480 | MIN DV:  23752.3 | REM: 186.87 [MIN]
09:33:39> ACT CON 3:    6840 | ACT CON 5:  159140 | FULL SEQ:  663413 / 1860480 | MIN DV:  23752.3 | REM: 186.54 [MIN]
09:33:49> ACT CON 3:    6840 | ACT CON 5:  159417 | FULL SEQ:  665015 / 1860480 | MIN DV:  23752.3 | REM: 186.15 [MIN]
09:33:59> ACT CON 3:    6840 | ACT CON 5:  159680 | FULL SEQ:  666363 / 1860480 | MIN DV:  23752.3 | REM: 185.87 [MIN]
09:34:10> ACT CON 3:    6840 | ACT CON 5:  159961 | FULL SEQ:  667914 / 1860480 | MIN DV:  23752.3 | REM: 185.51 [MIN]
09:34:20> ACT CON 3:    6840 | ACT CON 5:  160230 | FULL SEQ:  669464 / 1860480 | MIN DV:  23752.3 | REM: 185.14 [MIN]
09:34:30> ACT CON 3:    6840 | ACT CON 5:  160504 | FULL SEQ:  670868 / 1860480 | MIN DV:  23752.3 | REM: 184.83 [MIN]
09:34:40> ACT CON 3:    6840 | ACT CON 5:  160777 | FULL SEQ:  672564 / 1860480 | MIN DV:  23752.3 | REM: 184.41 [MIN]
09:34:50> ACT CON 3:    6840 | ACT CON 5:  161045 | FULL SEQ:  673965 / 1860480 | MIN DV:  23752.3 | REM: 184.10 [MIN]
09:35:00> ACT CON 3:    6840 | ACT CON 5:  161319 | FULL SEQ:  675515 / 1860480 | MIN DV:  23752.3 | REM: 183.74 [MIN]
09:35:11> ACT CON 3:    6840 | ACT CON 5:  161596 | FULL SEQ:  677019 / 1860480 | MIN DV:  23752.3 | REM: 183.40 [MIN]
09:35:21> ACT CON 3:    6840 | ACT CON 5:  161863 | FULL SEQ:  678514 / 1860480 | MIN DV:  23752.3 | REM: 183.05 [MIN]
09:35:31> ACT CON 3:    6840 | ACT CON 5:  162138 | FULL SEQ:  680113 / 1860480 | MIN DV:  23752.3 | REM: 182.68 [MIN]
09:35:41> ACT CON 3:    6840 | ACT CON 5:  162408 | FULL SEQ:  681615 / 1860480 | MIN DV:  23752.3 | REM: 182.34 [MIN]
09:35:52> ACT CON 3:    6840 | ACT CON 5:  162689 | FULL SEQ:  683214 / 1860480 | MIN DV:  23752.3 | REM: 181.97 [MIN]
09:36:02> ACT CON 3:    6840 | ACT CON 5:  162962 | FULL SEQ:  684665 / 1860480 | MIN DV:  23752.3 | REM: 181.65 [MIN]
09:36:12> ACT CON 3:    6840 | ACT CON 5:  163230 | FULL SEQ:  686217 / 1860480 | MIN DV:  23752.3 | REM: 181.29 [MIN]
09:36:22> ACT CON 3:    6840 | ACT CON 5:  163498 | FULL SEQ:  687665 / 1860480 | MIN DV:  23752.3 | REM: 180.97 [MIN]
09:36:33> ACT CON 3:    6840 | ACT CON 5:  163770 | FULL SEQ:  689071 / 1860480 | MIN DV:  23752.3 | REM: 180.67 [MIN]
09:36:43> ACT CON 3:    6840 | ACT CON 5:  164047 | FULL SEQ:  690515 / 1860480 | MIN DV:  23752.3 | REM: 180.36 [MIN]
09:36:53> ACT CON 3:    6840 | ACT CON 5:  164313 | FULL SEQ:  691914 / 1860480 | MIN DV:  23752.3 | REM: 180.08 [MIN]
09:37:04> ACT CON 3:    6840 | ACT CON 5:  164585 | FULL SEQ:  693463 / 1860480 | MIN DV:  23752.3 | REM: 179.73 [MIN]
09:37:14> ACT CON 3:    6840 | ACT CON 5:  164853 | FULL SEQ:  694918 / 1860480 | MIN DV:  23752.3 | REM: 179.41 [MIN]
09:37:24> ACT CON 3:    6840 | ACT CON 5:  165132 | FULL SEQ:  696437 / 1860480 | MIN DV:  23752.3 | REM: 179.08 [MIN]
09:37:34> ACT CON 3:    6840 | ACT CON 5:  165401 | FULL SEQ:  697925 / 1860480 | MIN DV:  23752.3 | REM: 178.75 [MIN]
09:37:44> ACT CON 3:    6840 | ACT CON 5:  165668 | FULL SEQ:  699264 / 1860480 | MIN DV:  23752.3 | REM: 178.47 [MIN]
